seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
806,Stella,Banks,59,Eseab Place,Udihizi,VT,42964,$7498.58,YELLOW,10/02/1945
807,Tyler,Luna,65,Ruico Court,Roclewiw,NH,45753,$561.33,GREEN,03/31/1971
808,Iva,Hamilton,40,Kipbi Boulevard,Bazgici,VT,27519,$977.61,RED,04/14/2031
809,Isabella,Hardy,23,Neka Point,Wozsamid,OK,98310,$1558.36,GREEN,12/02/2044
810,Steve,Stanley,60,Nami Way,Zacnaluto,VA,73197,$9691.59,YELLOW,03/27/2045
811,Helen,Rodriquez,50,Dicdof Key,Ojecijo,MI,97950,$4233.97,GREEN,10/05/1973
812,Allen,Lynch,65,Tuwgat Parkway,Mubuspi,NH,81913,$101.82,RED,03/17/2066
813,Lee,Flowers,49,Bopfu Pass,Moneto,GA,67804,$4855.23,YELLOW,09/03/1956
814,Jacob,Parker,57,Ovahar Plaza,Ewizil,TX,30636,$418.52,YELLOW,12/08/1975
815,Alvin,Gutierrez,24,Vumgim Lane,Romuwuvu,KY,06880,$2353.88,BLUE,04/29/1944
816,May,Moody,29,Jaso Center,Mosvahvid,MA,74606,$2560.08,GREEN,12/15/1957
817,Lora,Robbins,41,Vupaf Loop,Hamjoso,SC,50279,$6773.84,YELLOW,05/04/1928
818,Edwin,Cunningham,56,Bahad Court,Lefijfo,OH,21027,$7524.39,WHITE,06/09/2009
819,Lou,Dunn,65,Vujuni Street,Zamtefa,OK,94992,$2634.81,WHITE,11/26/1989
820,Ivan,Warner,43,Fezci Square,Orenekov,RI,90112,$808.44,RED,02/16/1935
821,Eric,Frazier,23,Genfu Extension,Hewiwuzav,TX,01192,$9277.87,RED,10/26/2035
822,Adrian,Coleman,22,Hozi Trail,Jelsutu,LA,68468,$6084.65,YELLOW,09/17/1914
823,Jackson,Moreno,46,Wiej Plaza,Zipesifef,HI,10222,$9896.36,YELLOW,02/23/1914
824,Catherine,Santos,52,Iwuid View,Koekib,NE,70129,$7075.16,BLUE,07/01/1951
825,Jerry,Quinn,24,Lepib Road,Lufabkof,DC,44380,$5931.51,YELLOW,03/16/1938
826,Samuel,Griffith,60,Ornil Junction,Oriduto,NC,40788,$822.37,YELLOW,06/07/1993
827,Alberta,Frazier,43,Johuh Key,Giesamif,MS,26878,$8172.83,WHITE,11/07/1902
828,Warren,Burke,40,Jurdo Path,Adruri,RI,59846,$6476.14,WHITE,01/28/2018
829,Virgie,Arnold,29,Pepe Street,Sarvolgop,DE,74526,$1091.46,WHITE,06/05/2063
830,Eugene,Hopkins,51,Dokwob Park,Wazuwre,WV,00281,$1089.43,GREEN,10/05/1969
831,Clyde,Jimenez,36,Viva Avenue,Uswibde,NE,82284,$6673.60,BLUE,12/18/1919
832,Elsie,Curtis,30,Juzviv Key,Fegsediz,MA,96876,$9079.53,BLUE,11/04/1969
833,Chris,Simon,47,Wibos Heights,Urpobe,MN,50034,$7232.56,WHITE,11/03/1986
834,Eliza,Townsend,20,Dumu Pike,Pagigad,CA,03816,$8871.05,GREEN,03/16/2040
835,Bernice,Collier,32,Sewena Square,Tedanfi,MO,87126,$4834.91,BLUE,04/09/1979
836,Madge,Hanson,47,Higpo Parkway,Owkilwi,WY,15643,$5528.35,BLUE,06/30/2037
837,Bessie,Sutton,25,Tahwuj Grove,Pokasrac,FL,39939,$2219.91,RED,04/06/2053
838,Nannie,Douglas,25,Gihir Place,Oztinig,MA,13867,$9560.08,BLUE,08/08/1995
839,Ethan,Rios,64,Coboz Loop,Jeitcer,VA,71716,$6666.89,WHITE,09/11/1931
840,Phillip,Nelson,54,Isipo Center,Jiksuhu,IN,73465,$3464.02,BLUE,07/08/1904
841,Vera,Chapman,32,Jifku Parkway,Pelkoruk,NJ,48250,$5264.68,GREEN,06/09/1912
842,Cynthia,Welch,65,Gauz Glen,Foborava,ME,00453,$3621.39,YELLOW,12/01/1914
843,Jeffrey,Roy,63,Biwbes View,Muddieva,GA,20241,$2117.51,YELLOW,03/18/1980
844,Adam,Pittman,65,Jerfof Boulevard,Kutapnot,MA,57090,$6797.83,BLUE,06/06/1962
845,Ina,Santos,24,Naepu Plaza,Balpizuc,CT,45203,$5108.30,YELLOW,10/31/1942
846,Alta,Reid,35,Likguj Key,Uhpawet,WY,65382,$9740.21,YELLOW,07/13/2050
847,Cory,Lowe,18,Neso River,Wavobtuv,IA,90758,$6366.37,GREEN,10/28/2007
848,Lloyd,Foster,46,Rawepa Terrace,Citkonze,AL,43202,$2647.00,YELLOW,11/07/2001
849,Sophia,Montgomery,51,Itti Lane,Foddotaj,FL,57018,$4332.91,WHITE,06/18/2060
850,Ernest,Welch,42,Kati Grove,Ahediwal,MO,59211,$2944.89,BLUE,12/29/1984
851,Juan,Vaughn,42,Cukwoj Terrace,Acfurewo,ID,33336,$9504.02,YELLOW,09/06/1919
852,Fannie,Hodges,18,Hinet Loop,Biprovemi,AK,20337,$1331.76,RED,10/13/1986
853,George,Robertson,29,Fojug Heights,Omovruc,OK,87864,$790.54,BLUE,03/06/2059
854,Gene,Bowman,59,Mofi Path,Wesudace,TN,81091,$2515.82,BLUE,12/22/2024
855,Don,Gray,60,Zosuj Court,Tunjekes,CA,85400,$7912.29,RED,07/02/2003
856,Agnes,Wheeler,46,Ovuza Lane,Aviwafin,MT,22743,$4323.54,RED,05/24/1974
857,Corey,Page,45,Cesfiz Ridge,Negzevut,PA,31260,$6012.93,BLUE,04/17/2015
858,Gussie,Garcia,37,Ropum Grove,Vudufiri,DC,60487,$3740.20,GREEN,03/06/2021
859,Lena,Rose,53,Buar Pike,Akopahe,VT,50545,$8836.95,YELLOW,12/22/2010
860,Celia,Carroll,21,Ruboh Lane,Cevkaugo,PA,15398,$3729.84,RED,02/03/1991
861,Estella,Montgomery,49,Ektus Manor,Sutegbo,AL,51030,$4250.71,RED,12/19/2026
862,Della,Barnett,43,Jalro Ridge,Dariffu,MN,39076,$1515.67,RED,03/07/2062
863,Sallie,Knight,23,Enke Plaza,Gahvihu,MO,07694,$5115.60,WHITE,06/08/1998
864,Franklin,Griffin,65,Hokjer Loop,Eztiohu,ME,43744,$5015.92,WHITE,10/27/2059
865,Devin,Castillo,30,Gicro Center,Usefujwin,IN,01261,$6028.64,YELLOW,02/10/1927
866,Jeanette,Ramirez,58,Olukod Point,Govobu,NY,17877,$512.63,GREEN,04/22/2061
867,Mittie,Meyer,61,Dipne Circle,Balome,NY,20875,$1516.89,BLUE,07/19/2002
868,Celia,Welch,31,Ubruw Square,Gicgaibo,UT,33350,$279.45,GREEN,08/31/2056
869,Ryan,Schwartz,41,Peobi Path,Mohupin,UT,89482,$3708.92,YELLOW,07/24/1934
870,Lola,Austin,61,Talil Path,Coloble,CA,38653,$243.77,BLUE,05/22/2063
871,Aaron,Conner,59,Onafi View,Kiwegeev,OH,52251,$9574.99,RED,01/17/2043
872,Troy,Gonzalez,37,Gikal Turnpike,Zopetaj,FL,46761,$7904.93,BLUE,03/04/1974
873,Myrtie,Page,30,Rino River,Uccepe,WV,71799,$355.14,YELLOW,04/27/2006
874,Cole,Carter,18,Cifur Point,Fejahe,TX,47543,$2948.37,WHITE,04/07/1900
875,Matthew,Scott,57,Inatu Glen,Momajece,NY,92449,$2669.77,WHITE,02/01/1941
876,Willie,Caldwell,42,Rena Avenue,Deovpu,OH,90236,$5147.17,BLUE,05/21/2029
877,Elva,Woods,64,Riov Glen,Bawakuv,VT,68406,$7208.23,RED,06/22/2044
878,Jason,Brock,37,Herput Drive,Kutibak,AK,18496,$1066.79,GREEN,03/21/2023
879,Alan,Silva,57,Kofibi View,Jupoha,AR,14759,$1583.15,BLUE,04/28/1989
880,Lelia,Stanley,18,Kabuh Heights,Moejuij,SC,44276,$1381.99,RED,12/24/1946
881,Sallie,Reese,50,Kahig Street,Nozeftut,DC,80977,$3194.87,GREEN,07/27/2001
882,Lester,Allison,37,Jilhaz Loop,Irkevwu,AZ,31907,$7447.79,YELLOW,04/02/1901
883,Sadie,Reed,26,Olso Pass,Icjipba,RI,36590,$7864.35,YELLOW,02/10/2034
884,Sadie,Wilson,33,Umike Glen,Hiwacapob,NC,31873,$3784.76,WHITE,06/29/2053
885,Randy,Bell,59,Jecbo Glen,Sibzual,NE,01010,$1833.62,YELLOW,08/17/1906
886,Mamie,Stephens,18,Donun Loop,Viekmuv,LA,48210,$5563.52,WHITE,06/12/1947
887,Floyd,Crawford,23,Luem Highway,Towdogi,AL,86891,$8652.38,RED,01/26/2041
888,Lester,Ortiz,33,Dakec Way,Hodfoza,CT,58176,$5195.50,YELLOW,12/30/2008
889,Antonio,White,20,Dokwa Highway,Gavebebu,MT,40172,$5200.62,GREEN,10/09/1933
890,Calvin,Buchanan,43,Vadok Key,Mosomol,TX,26429,$5927.03,GREEN,01/26/1930
891,Iva,Payne,21,Vula Plaza,Zojabsub,NE,82234,$3922.47,BLUE,02/01/2043
892,Herbert,Salazar,31,Botvi Boulevard,Howohu,AR,35700,$320.17,RED,05/09/2042
893,Francis,Lowe,65,Sulo Parkway,Eraibadap,NH,32232,$5889.47,GREEN,07/20/1967
894,Julia,Allen,23,Fage Square,Etunuseg,KS,31780,$6266.77,GREEN,01/25/2038
895,Chad,Curtis,61,Jecmiw Turnpike,Gariwona,MD,83956,$5729.15,WHITE,11/14/2015
896,Noah,Barnes,34,Rada River,Mavvuzej,NJ,61080,$7433.69,WHITE,11/05/1945
897,Georgia,Sims,45,Nefheg Heights,Hasbugofi,SC,43858,$6531.68,RED,12/26/1914
898,Eric,Fleming,57,Mijgu Trail,Ecohunom,LA,33580,$2387.81,YELLOW,10/03/2067
899,Phoebe,Parks,27,Ecere Point,Fakenew,MD,83111,$2161.29,BLUE,01/23/1955
900,Alta,Bass,18,Gapu Ridge,Capjupam,MS,99693,$1400.19,RED,03/30/1918
901,Maggie,Collier,28,Jonki Way,Deguoso,CA,85841,$6157.78,WHITE,01/08/1987
902,Polly,Hall,59,Vejsid Lane,Zidcazwom,RI,25544,$3230.00,BLUE,11/15/1923
903,Hettie,Briggs,26,Gunki Extension,Ojrenged,TX,17712,$3500.21,GREEN,08/08/1923
904,Viola,McCarthy,20,Osiba Street,Hiiwihac,ID,57085,$1196.43,WHITE,07/24/2002
905,Bernice,Padilla,64,Itimon River,Joevzih,DC,28393,$7892.29,WHITE,01/01/1949
906,Duane,Curry,27,Iriir Junction,Irtemvas,TX,67255,$260.78,BLUE,04/11/1922
907,Gertrude,Rodriquez,30,Zenez Boulevard,Peroti,MO,84237,$4540.29,BLUE,10/08/2041
908,Adeline,Stokes,45,Nare Park,Lapinud,NE,05793,$33.83,BLUE,02/18/2036
909,Ellen,Howard,59,Gense Park,Fawmiez,NY,39970,$8127.97,WHITE,03/27/1905
910,Martha,Jordan,29,Teni Trail,Ivupagat,MA,07608,$6613.79,YELLOW,01/13/1998
911,Beulah,Guzman,19,Futleg Glen,Vumeceh,MN,38020,$1597.21,GREEN,12/02/1933
912,Donald,Jenkins,29,Gilwi Point,Vacnaljop,HI,62311,$1974.18,GREEN,11/23/1917
913,Olive,Snyder,32,Asuzic Mill,Larusu,DC,98108,$5947.62,RED,03/10/1947
914,Vincent,Gross,29,Ablaz Manor,Vanhijla,GA,41016,$5316.58,BLUE,07/04/2037
915,Josephine,Mullins,47,Lowsok Avenue,Diuralew,WY,10874,$7711.69,GREEN,10/31/2054
916,Ralph,Schneider,46,Fifjof Pike,Uzelekfur,IL,02560,$1730.05,WHITE,10/08/2007
917,Fannie,Fields,41,Bobije Court,Dozjuso,OH,80751,$2424.05,WHITE,11/21/1936
918,Albert,Mathis,63,Ravhe Boulevard,Eklaofu,PA,83008,$5207.69,BLUE,09/11/2006
919,Lettie,Hall,34,Vefwa Boulevard,Zunifhor,AK,55640,$2496.44,RED,03/12/2004
920,Lora,Zimmerman,38,Fisoro Loop,Ifaipkab,MN,69874,$430.82,RED,06/06/2007
921,Eric,Brady,50,Ilaaza Manor,Vetzogmeh,MS,94311,$3121.83,GREEN,06/16/1923
922,Lily,Hammond,44,Liha Drive,Bettugo,NC,56647,$5710.29,WHITE,09/16/1982
923,Jay,Black,18,Nupi Manor,Zobbusiv,AZ,78355,$3694.10,YELLOW,10/26/1962
924,Virgie,Padilla,60,Nakpu View,Tawefwe,SC,21041,$4189.19,GREEN,03/17/1957
925,Effie,Shelton,57,Kesiki Circle,Hubobra,MI,70098,$222.99,YELLOW,04/25/2028
926,Elsie,Marsh,63,Asamiv Terrace,Ajzosu,DE,84449,$5522.27,BLUE,09/13/1961
927,Janie,Evans,57,Aceuki Drive,Kavtinge,NV,89979,$3612.17,YELLOW,08/22/1936
928,Herman,Nguyen,41,Jafas Pass,Nusapad,NY,12896,$5255.99,WHITE,04/14/1906
929,Marvin,Stevenson,45,Ebise View,Vowwaku,NV,55811,$5548.04,WHITE,07/06/1977
930,Ina,McKinney,45,Zozid Street,Lokbeczuz,ID,50860,$4335.31,BLUE,09/11/2046
931,Andre,Poole,19,Okeic Center,Iwaepje,PA,16332,$7779.40,BLUE,03/15/2067
932,Beulah,Ramsey,64,Aroro Manor,Sommurap,IL,82624,$3854.65,RED,10/13/1921
933,Delia,Gregory,44,Gawha Key,Kidsolac,PA,84803,$6948.15,BLUE,12/20/1949
934,Sarah,Glover,24,Pidpuc Point,Iwaibse,DE,83263,$8805.19,GREEN,05/14/2063
935,Russell,Davidson,35,Faffe Way,Apifireb,CO,71216,$9568.26,GREEN,05/07/1986
936,Lee,Frank,57,Ocucog Road,Fokefpib,SC,31660,$2777.29,YELLOW,09/15/1938
937,Harriet,Simpson,27,Egari Way,Alarpu,VT,31354,$6602.60,WHITE,03/10/1982
938,Oscar,Collins,56,Gitjo Pass,Azauhmoh,KS,07823,$4429.59,RED,11/04/1902
939,Duane,Hopkins,46,Dead Glen,Vebkope,ID,67594,$8149.66,GREEN,09/19/2059
940,Delia,Miller,50,Meba Terrace,Nacitin,NM,57569,$1245.01,WHITE,04/29/2016
941,Eleanor,Sandoval,19,Weru Path,Jarogji,CO,00491,$3131.27,RED,01/09/1917
942,Keith,Moore,61,Hardid Highway,Limfelpe,AZ,79272,$3326.38,YELLOW,10/06/1940
943,Verna,Cross,33,Urihi Pass,Darzuhib,KY,17421,$9899.44,WHITE,02/18/2007
944,Leon,Crawford,52,Rivof Glen,Rekofri,MO,07282,$6506.25,RED,08/26/1908
945,Harvey,Reese,32,Jebaz River,Vilapoh,KS,57529,$6542.56,WHITE,02/14/1966
946,Sophia,Gutierrez,26,Kerod Plaza,Enfozeho,RI,09057,$6043.66,WHITE,08/12/1957
947,Lucas,Vaughn,47,Vohgot Drive,Otofupubi,WI,18873,$2188.75,BLUE,06/14/1996
948,Lettie,Anderson,57,Jotbef Highway,Liukaci,SD,43533,$8281.90,RED,03/29/1937
949,Edgar,Neal,31,Tedme Path,Arugjiw,MT,75427,$2197.92,GREEN,08/11/1986
950,Rosetta,Waters,49,Iwaoli Pass,Udjusev,AL,88311,$637.85,RED,11/17/2017
951,Jeff,Hudson,19,Duwdav Avenue,Egzamci,AZ,14693,$1771.13,YELLOW,02/05/1949
952,Martin,Rhodes,55,Goiri Pike,Bizlojru,IA,68196,$3669.56,WHITE,09/12/1960
953,Alberta,Figueroa,63,Bezes Place,Zoccinec,MO,19796,$3199.44,WHITE,08/23/1932
954,Zachary,Gross,49,Iziraj Loop,Powabaj,IA,04921,$1273.11,WHITE,06/29/2054
955,Marcus,Cooper,31,Faefu Trail,Esekali,CO,27170,$8274.65,BLUE,03/25/1927
956,Ethan,Pena,24,Huvid Pike,Fencohaw,SC,66001,$6948.66,YELLOW,01/21/1902
957,Sylvia,Abbott,37,Gizfu Grove,Haneldo,IN,15164,$9764.77,GREEN,11/10/1960
958,Lola,Hernandez,27,Cosom Boulevard,Suwudacal,MA,13452,$5727.10,RED,08/03/2061
959,Joe,Flores,42,Zujwu River,Dudfisgi,VT,49195,$6700.03,WHITE,10/17/1919
960,Clarence,Black,26,Hedub Extension,Hezapo,SC,41956,$9631.78,RED,07/27/2051
961,Warren,Chavez,44,Ujurem Junction,Zericimi,AR,67797,$5381.45,YELLOW,07/30/2019
962,Dean,Cross,34,Zeho Loop,Uduhri,TN,04645,$7812.10,GREEN,03/25/1965
963,Clara,George,60,Ekvi Court,Elidopa,NH,65014,$1680.04,GREEN,01/23/2026
964,Julian,Cunningham,25,Robno Glen,Joborag,AK,27666,$300.09,RED,09/14/1919
965,Barry,Norman,65,Jetlo Parkway,Cowsupkum,AL,88081,$2857.43,YELLOW,11/19/2003
966,Owen,Rios,61,Repwuj Heights,Tigfoze,IL,79055,$1991.85,BLUE,01/31/1974
967,Cody,Lyons,61,Tuzot Road,Uhedoawu,MO,74085,$8956.72,WHITE,02/21/1923
968,Charlotte,Flowers,50,Kido Junction,Veuvmez,IN,61668,$5160.93,WHITE,01/09/1901
969,Ian,Chapman,64,Okoku Center,Isanarog,FL,05843,$5104.69,WHITE,11/14/2035
970,Jerry,Ingram,47,Neiho Manor,Eborommi,NY,67553,$8565.21,WHITE,02/21/1922
971,Caroline,Gutierrez,32,Ijaus River,Mudforri,OR,35389,$1429.88,RED,02/24/1997
972,Cole,Hall,55,Hiwu Road,Fituheb,NJ,59556,$6314.51,WHITE,10/29/2046
973,Ina,Morton,19,Lukor Lane,Umgiok,GA,00112,$9132.34,WHITE,09/12/1929
974,Edgar,Mills,61,Cerhe Plaza,Wibmesaf,WI,97376,$3107.86,YELLOW,10/10/1924
975,Emma,Gonzales,26,Lejna Drive,Pizcavat,GA,05872,$4184.24,BLUE,06/29/1954
976,Bess,Montgomery,65,Wetuk Heights,Kacuufo,NM,90988,$290.93,RED,08/27/1962
977,Matilda,Fowler,57,Jaget Road,Hefnitu,NM,38245,$8940.13,GREEN,08/18/2056
978,Ricardo,Flowers,33,Vicab Point,Toitjol,TN,62140,$5070.32,YELLOW,07/23/2008
979,Floyd,Tucker,32,Nozmoc Glen,Zahozgu,NE,01899,$7559.17,GREEN,12/20/2066
980,Eleanor,Richardson,36,Minu Square,Fobusuw,TN,92652,$6820.00,RED,02/19/1928
981,Mollie,Barton,59,Pazka Manor,Zolognuh,NE,84352,$239.47,WHITE,11/01/2022
982,Lucas,McBride,53,Kiwje Path,Migbupe,NJ,75033,$8097.63,WHITE,02/07/1931
983,Loretta,Brady,33,Togip Mill,Tijema,HI,73586,$8344.00,WHITE,03/15/1944
984,Etta,Kennedy,47,Duwom Path,Ahuhzu,NM,26854,$3424.43,BLUE,02/11/2015
985,Alan,Rice,53,Kuasu Lane,Fimawsi,UT,80202,$4625.88,WHITE,09/23/2028
986,Mayme,Lawrence,40,Fozo River,Jeotuna,OH,75580,$5259.85,BLUE,03/29/2036
987,Tony,Gomez,30,Zeelu Turnpike,Vopbowe,NY,29281,$7226.80,YELLOW,02/16/2057
988,Dustin,Morales,37,Zace Square,Piwiuco,RI,34461,$2049.29,GREEN,05/04/2019
989,Manuel,Ortega,62,Weraja Square,Kahugluk,MA,24124,$2618.01,RED,08/16/2039
990,Jon,Sutton,41,Ajve Plaza,Roomle,MD,65200,$4033.09,RED,10/15/2070
991,Clyde,Patrick,19,Hosvut Ridge,Jemovawa,PA,77203,$667.14,RED,08/26/1980
992,Cecilia,Thomas,19,Ehha Boulevard,Wegerata,IN,23033,$7051.15,YELLOW,05/07/2058
993,Minerva,Henry,48,Vitpeb Lane,Jeraapu,ID,29489,$636.08,RED,04/01/1968
994,Dale,Bailey,36,Ihwo Terrace,Pijippu,DE,32686,$5594.24,WHITE,01/31/1987
995,Daisy,Rose,24,Fazeg Trail,Fiksortej,TN,59224,$2299.93,RED,07/09/1936
996,Evelyn,Schmidt,40,Cepan Circle,Hejegom,WV,85505,$8301.80,WHITE,05/25/1940
997,Eunice,Wade,63,Vaesi Road,Tilhuaf,UT,32365,$8854.47,WHITE,02/21/2013
998,Lois,James,59,Degu Loop,Wazpotme,ME,16708,$9300.50,YELLOW,12/15/1900
999,Carl,Thomas,53,Tedwuc Trail,Kormohmuc,ME,17988,$593.59,RED,11/22/1966
1000,Abbie,Maxwell,59,Jofa Street,Bosotu,SC,38727,$9922.18,RED,06/08/2027
